PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Zhang, JP; Song, QJ; Cregan, PB; Jiang, GL				Zhang, Jiaoping; Song, Qijian; Cregan, Perry B.; Jiang, Guo-Liang			Genome-wide association study, genomic prediction and marker-assisted selection for seed weight in soybean (Glycine max)	THEORETICAL AND APPLIED GENETICS																	Jiang, Guo/ISR-9858-2023														0040-5752	1432-2242				JAN	2016	129	1					117	130		10.1007/s00122-015-2614-x	http://dx.doi.org/10.1007/s00122-015-2614-x								26518570					WOS:000368116200011
J	Marulanda, JJ; Mi, XF; Melchinger, AE; Xu, JL; Wurschum, T; Longin, CFH				Marulanda, Jose J.; Mi, Xuefei; Melchinger, Albrecht E.; Xu, Jian-Long; Wuerschum, T.; Longin, C. Friedrich H.			Optimum breeding strategies using genomic selection for hybrid breeding in wheat, maize, rye, barley, rice and triticale	THEORETICAL AND APPLIED GENETICS																	Xu, Jianlong/AAI-8310-2020	Wurschum, Tobias/0000-0002-7397-7731; Melchinger, Albrecht E./0000-0002-8346-7786													0040-5752	1432-2242				OCT	2016	129	10					1901	1913		10.1007/s00122-016-2748-5	http://dx.doi.org/10.1007/s00122-016-2748-5								27389871					WOS:000383711900007
J	Byrne, S; Meade, F; Mesiti, F; Griffin, D; Kennedy, C; Milbourne, D				Byrne, Stephen; Meade, Fergus; Mesiti, Francesca; Griffin, Denis; Kennedy, Colum; Milbourne, Dan			Genome-Wide Association and Genomic Prediction for Fry Color in Potato	AGRONOMY-BASEL																	GRIFFIN, DENIS/AAN-6955-2021	Meade, Fergus/0000-0001-9242-3622; Byrne, Stephen/0000-0002-1179-2272; Milbourne, Dan/0000-0002-8323-6195														2073-4395				JAN	2020	10	1							90	10.3390/agronomy10010090	http://dx.doi.org/10.3390/agronomy10010090													WOS:000513232600090
J	Liu, XG; Hu, XJ; Li, K; Liu, ZF; Wu, YJ; Wang, HW; Huang, CL				Liu Xiaogang; Hu Xiaojiao; Li Kun; Liu Zhifang; Wu Yujin; Wang Hongwu; Huang Changling			Genetic mapping and genomic selection for maize stalk strength	BMC PLANT BIOLOGY																	wang, hw/HZH-3227-2023														1471-2229					MAY 7	2020	20	1							196	10.1186/s12870-020-2270-4	http://dx.doi.org/10.1186/s12870-020-2270-4								32380944					WOS:000533427800001
J	Li, DD; Xu, ZX; Gu, RL; Wang, PX; Xu, JL; Du, DX; Fu, JJ; Wang, JH; Zhang, HW; Wang, GY				Li, Dongdong; Xu, Zhenxiang; Gu, Riliang; Wang, Pingxi; Xu, Jialiang; Du, Dengxiang; Fu, Junjie; Wang, Jianhua; Zhang, Hongwei; Wang, Guoying			Genomic Prediction across Structured Hybrid Populations and Environments in Maize	PLANTS-BASEL																	Gu, Riliang/AAD-5450-2022; Gu, Riliang/I-9306-2014; Fu, Junjie/F-5921-2010; Du, Dengxiang/IVH-9039-2023	Gu, Riliang/0000-0002-7427-3680; Zhang, Hongwei/0000-0002-5737-6151; xu, zhen xiang/0000-0003-3942-6386														2223-7747				JUN	2021	10	6							1174	10.3390/plants10061174	http://dx.doi.org/10.3390/plants10061174								34207722					WOS:000666195000001
J	Davey, CL; Robson, P; Hawkins, S; Farrar, K; Clifton-Brown, JC; Donnison, IS; Slavov, GT				Davey, Christopher L.; Robson, Paul; Hawkins, Sarah; Farrar, Kerrie; Clifton-Brown, John C.; Donnison, Iain S.; Slavov, Gancho T.			Genetic relationships between spring emergence, canopy phenology, and biomass yield increase the accuracy of genomic prediction in Miscanthus	JOURNAL OF EXPERIMENTAL BOTANY																	Clifton-Brown, John/AAE-8154-2022; Donnison, Iain S/K-6138-2014	Clifton-Brown, John/0000-0001-6477-5452; Donnison, Iain S/0000-0001-6276-555X; Farrar, Kerrie/0000-0002-1884-4223; Robson, Paul/0000-0003-1841-3594													0022-0957	1460-2431				AUG 15	2017	68	18					5093	5102		10.1093/jxb/erx339	http://dx.doi.org/10.1093/jxb/erx339								29040628					WOS:000414371700009
J	Juliana, P; Montesinos-Lopez, OA; Crossa, J; Mondal, S; Perez, LG; Poland, J; Huerta-Espino, J; Crespo-Herrera, L; Govindan, V; Dreisigacker, S; Shrestha, S; Perez-Rodriguez, P; Espinosa, FP; Singh, RP				Juliana, Philomin; Montesinos-Lopez, Osval A.; Crossa, Jose; Mondal, Suchismita; Gonzalez Perez, Lorena; Poland, Jesse; Huerta-Espino, Julio; Crespo-Herrera, Leonardo; Govindan, Velu; Dreisigacker, Susanne; Shrestha, Sandesh; Perez-Rodriguez, Paulino; Pinto Espinosa, Francisco; Singh, Ravi P.			Integrating genomic-enabled prediction and high-throughput phenotyping in breeding for climate-resilient bread wheat	THEORETICAL AND APPLIED GENETICS																	Herrera, Leonardo Abdiel Crespo/R-2416-2019; Poland, Jesse/HKO-1284-2023; Huerta-Espino, Julio/E-7345-2010; Crossa, Jose/AAE-7898-2019	Herrera, Leonardo Abdiel Crespo/0000-0003-0506-4700; Huerta-Espino, Julio/0000-0001-8334-9862; Perez-Rodriguez, Paulino/0000-0002-3202-1784; Montesinos-Lopez, Osval Antonio/0000-0002-3973-6547; Pinto, Francisco/0000-0003-3000-9084; Velu, Govindan/0000-0001-9502-4352; Juliana, Philomin/0000-0001-6922-0173													0040-5752	1432-2242				JAN	2019	132	1					177	194		10.1007/s00122-018-3206-3	http://dx.doi.org/10.1007/s00122-018-3206-3								30341493					WOS:000454916800013
J	Singh, D; Wang, X; Kumar, U; Gao, LL; Noor, M; Imtiaz, M; Singh, RP; Poland, J				Singh, Daljit; Wang, Xu; Kumar, Uttam; Gao, Liangliang; Noor, Muhammad; Imtiaz, Muhammad; Singh, Ravi P.; Poland, Jesse			High-Throughput Phenotyping Enabled Genetic Dissection of Crop Lodging in Wheat	FRONTIERS IN PLANT SCIENCE																	Kumar, Uttam/ABB-1035-2021; Gao, Liang/AFH-8101-2022; Poland, Jesse/HKO-1284-2023; Wang, Xu/T-6206-2019	Kumar, Uttam/0000-0002-6618-3810; Gao, Liang/0000-0002-3864-0631; Wang, Xu/0000-0002-7144-6865													1664-462X					APR 3	2019	10								394	10.3389/fpls.2019.00394	http://dx.doi.org/10.3389/fpls.2019.00394								31019521					WOS:000463420200001
J	Costa-Neto, G; Crossa, J; Fritsche-Neto, R				Costa-Neto, Germano; Crossa, Jose; Fritsche-Neto, Roberto			Enviromic Assembly Increases Accuracy and Reduces Costs of the Genomic Prediction for Yield Plasticity in Maize	FRONTIERS IN PLANT SCIENCE																	Fritsche-Neto, Roberto/B-2256-2013	Fritsche-Neto, Roberto/0000-0003-4310-0047													1664-462X					OCT 7	2021	12								717552	10.3389/fpls.2021.717552	http://dx.doi.org/10.3389/fpls.2021.717552								34691099					WOS:000710553400001
J	Cerrudo, D; Cao, SL; Yuan, YB; Martinez, C; Suarez, EA; Babu, R; Zhang, XC; Trachsel, S				Cerrudo, Diego; Cao, Shiliang; Yuan, Yibing; Martinez, Carlos; Antonio Suarez, Edgar; Babu, Raman; Zhang, Xuecai; Trachsel, Samuel			Genomic Selection Outperforms Marker Assisted Selection for Grain Yield and Physiological Traits in a Maize Doubled Haploid Population Across Water Treatments	FRONTIERS IN PLANT SCIENCE																		ZHANG, XUECAI/0000-0001-5498-6387													1664-462X					MAR 20	2018	9								366	10.3389/fpls.2018.00366	http://dx.doi.org/10.3389/fpls.2018.00366								29616072					WOS:000427836700001
J	Yuan, YB; Cairns, JE; Babu, R; Gowda, M; Makumbi, D; Magorokosho, C; Zhang, A; Liu, YB; Wang, N; Hao, ZF; San Vicente, F; Olsen, MS; Prasanna, BM; Lu, YL; Zhang, XC				Yuan, Yibing; Cairns, Jill E.; Babu, Raman; Gowda, Manje; Makumbi, Dan; Magorokosho, Cosmos; Zhang, Ao; Liu, Yubo; Wang, Nan; Hao, Zhuanfang; San Vicente, Felix; Olsen, Michael S.; Prasanna, Boddupalli M.; Lu, Yanli; Zhang, Xuecai			Genome-Wide Association Mapping and Genomic Prediction Analyses Reveal the Genetic Architecture of Grain Yield and Flowering Time Under Drought and Heat Stress Conditions in Maize	FRONTIERS IN PLANT SCIENCE																	Gowda, Manje/AAH-4207-2019; Gowda, Manje/AAG-2251-2019; Cairns, Jill/ABD-4941-2021	Gowda, Manje/0000-0003-4434-6364; ZHANG, XUECAI/0000-0001-5498-6387; Boddupalli, Prasanna/0000-0002-5761-2273													1664-462X					JAN 30	2019	9								1919	10.3389/fpls.2018.01919	http://dx.doi.org/10.3389/fpls.2018.01919								30761177					WOS:000457217100001
J	Cui, YR; Li, RD; Li, GW; Zhang, F; Zhu, TT; Zhang, QF; Ali, J; Li, ZK; Xu, SZ				Cui, Yanru; Li, Ruidong; Li, Guangwei; Zhang, Fan; Zhu, Tiantian; Zhang, Qifa; Ali, Jauhar; Li, Zhikang; Xu, Shizhong			Hybrid breeding of rice via genomic selection	PLANT BIOTECHNOLOGY JOURNAL																	ALI, JAUHAR/E-4432-2012; li, yan/ITU-9719-2023; Li, Ruidong/AAR-2984-2021	ALI, JAUHAR/0000-0002-3177-2607; Li, Ruidong/0000-0002-4822-2898; Cui, Yanru/0000-0001-8592-5237; Li, Guangwei/0000-0001-6128-675X													1467-7644	1467-7652				JAN	2020	18	1					57	67		10.1111/pbi.13170	http://dx.doi.org/10.1111/pbi.13170								31124256					WOS:000530370800010
J	Galic, V; Mazur, M; Brkic, A; Brkic, J; Jambrovic, A; Zdunic, Z; Simic, D				Galic, Vlatko; Mazur, Maja; Brkic, Andrija; Brkic, Josip; Jambrovic, Antun; Zdunic, Zvonimir; Simic, Domagoj			Seed Weight as a Covariate in Association and Prediction Studies for Biomass Traits in Maize Seedlings	PLANTS-BASEL																	Galic, Vlatko/Z-1190-2019	Galic, Vlatko/0000-0002-5191-2953; Simic, Domagoj/0000-0002-9717-3295														2223-7747				FEB	2020	9	2							275	10.3390/plants9020275	http://dx.doi.org/10.3390/plants9020275								32093233					WOS:000519248200026
J	Velez-Torres, M; Garcia-Zavala, JJ; Hernandez-Rodriguez, M; Lobato-Ortiz, R; Lopez-Reynoso, JJ; Benitez-Riquelme, I; Mejia-Contreras, JA; Esquivel-Esquivel, G; Molina-Galan, JD; Perez-Rodriguez, P; Zhang, XC				Velez-Torres, Marcelina; Jesus Garcia-Zavala, Jose; Hernandez-Rodriguez, Martha; Lobato-Ortiz, Ricardo; Jesus Lopez-Reynoso, Jose; Benitez-Riquelme, Ignacio; Apolinar Mejia-Contreras, Jose; Esquivel-Esquivel, Gilberto; Domingo Molina-Galan, Jose; Perez-Rodriguez, Paulino; Zhang, Xuecai			Genomic prediction of the general combining ability of maize lines (Zea mays L.) and the performance of their single crosses	PLANT BREEDING																	Benítez-Riquelme, Ignacio/ITT-2947-2023	ZHANG, XUECAI/0000-0001-5498-6387; Perez-Rodriguez, Paulino/0000-0002-3202-1784; Benitez-Riquelme, Ignacio/0000-0001-5095-9963; Hernandez-Rodriguez, Martha/0000-0001-8637-5142; Velez Torres, Marcelina/0000-0001-6280-7326													0179-9541	1439-0523				JUN	2018	137	3					379	387		10.1111/pbr.12597	http://dx.doi.org/10.1111/pbr.12597													WOS:000434231800016
J	Crain, J; Bajgain, P; Anderson, J; Zhang, XF; DeHaan, L; Poland, J				Crain, Jared; Bajgain, Prabin; Anderson, James; Zhang, Xiaofei; DeHaan, Lee; Poland, Jesse			Enhancing Crop Domestication Through Genomic Selection, a Case Study of Intermediate Wheatgrass	FRONTIERS IN PLANT SCIENCE																	DeHaan, Lee R./AAF-5048-2019; Poland, Jesse/HKO-1284-2023; Anderson, James/AAI-2477-2021; Crain, Jared/AAE-4409-2022	DeHaan, Lee R./0000-0002-6368-5241; Anderson, James/0000-0003-4655-6517; Crain, Jared/0000-0001-9484-8325; zhang, xiaofei/0000-0003-4516-9179													1664-462X					MAR 24	2020	11								319	10.3389/fpls.2020.00319	http://dx.doi.org/10.3389/fpls.2020.00319								32265968					WOS:000596932300001
J	Bocianowski, J; Nowosad, K; Tomkowiak, A				Bocianowski, Jan; Nowosad, Kamila; Tomkowiak, Agnieszka			Genotype - environment interaction for seed yield of maize hybrids and lines using the AMMI model	MAYDICA																	Tomkowiak, Agnieszka/AAH-1526-2020	Tomkowiak, Agnieszka/0000-0001-9516-8911; Bocianowski, Jan/0000-0002-0102-0084; Nowosad, Kamila/0000-0001-6837-7806													0025-6153	2279-8013					2019	64	2							M13															WOS:000500513200003
J	Dang, DD; Guan, Y; Zheng, HJ; Zhang, XC; Zhang, A; Wang, H; Ruan, YY; Qin, L				Dang, Dongdong; Guan, Yuan; Zheng, Hongjian; Zhang, Xuecai; Zhang, Ao; Wang, Hui; Ruan, Yanye; Qin, Li			Genome-Wide Association Study and Genomic Prediction on Plant Architecture Traits in Sweet Corn and Waxy Corn	PLANTS-BASEL																	Zhang, Ao/ITT-2631-2023	Zhang, Ao/0000-0003-1304-2181														2223-7747				JAN	2023	12	2							303	10.3390/plants12020303	http://dx.doi.org/10.3390/plants12020303								36679015					WOS:000928373200001
J	Sehgal, D; Rosyara, U; Mondal, S; Singh, R; Poland, J; Dreisigacker, S				Sehgal, Deepmala; Rosyara, Umesh; Mondal, Suchismita; Singh, Ravi; Poland, Jesse; Dreisigacker, Susanne			Incorporating Genome-Wide Association Mapping Results Into Genomic Prediction Models for Grain Yield and Yield Stability in CIMMYT Spring Bread Wheat	FRONTIERS IN PLANT SCIENCE																	Poland, Jesse/HKO-1284-2023														1664-462X					MAR 4	2020	11								197	10.3389/fpls.2020.00197	http://dx.doi.org/10.3389/fpls.2020.00197								32194596					WOS:000524759100001
J	Yao, J; Zhao, DH; Chen, XM; Zhang, Y; Wang, JK				Yao, Ji; Zhao, Dehui; Chen, Xinmin; Zhang, Yong; Wang, Jiankang			Use of genomic selection and breeding simulation in cross prediction for improvement of yield and quality in wheat (Triticum aestivum L.)	CROP JOURNAL																															2095-5421	2214-5141				AUG	2018	6	4					353	365		10.1016/j.cj.2018.05.003	http://dx.doi.org/10.1016/j.cj.2018.05.003													WOS:000439938500004
J	Ladejobi, O; Mackay, IJ; Poland, J; Praud, S; Hibberd, JM; Bentley, AR				Ladejobi, Olufunmilayo; Mackay, Ian J.; Poland, Jesse; Praud, Sebastien; Hibberd, Julian M.; Bentley, Alison R.			Reference Genome Anchoring of High-Density Markers for Association Mapping and Genomic Prediction in European Winter Wheat	FRONTIERS IN PLANT SCIENCE																	Bentley, Alison/AFR-1866-2022; Poland, Jesse/HKO-1284-2023	Ladejobi, Olufunmilayo/0000-0002-0508-0578													1664-462X					NOV 8	2019	10								1278	10.3389/fpls.2019.01278	http://dx.doi.org/10.3389/fpls.2019.01278								31781130					WOS:000499823600001
J	Li, DD; Zhou, ZQ; Lu, XH; Jiang, Y; Li, GL; Li, JH; Wang, HY; Chen, SJ; Li, XH; Wuerschum, T; Reif, JC; Xu, SZ; Li, MS; Liu, WX				Li, Dongdong; Zhou, Zhiqiang; Lu, Xiaohuan; Jiang, Yong; Li, Guoliang; Li, Junhui; Wang, Haoying; Chen, Shaojiang; Li, Xinhai; Wuerschum, Tobias; Reif, Jochen C.; Xu, Shizhong; Li, Mingshun; Liu, Wenxin			Genetic Dissection of Hybrid Performance and Heterosis for Yield-Related Traits in Maize	FRONTIERS IN PLANT SCIENCE																	Zhou, Zhiqiang/HIR-4954-2022; zhou, zhou/HPE-9525-2023; li, xinhai/IUQ-5955-2023	Reif, Jochen/0000-0002-6742-265X													1664-462X					NOV 30	2021	12								774478	10.3389/fpls.2021.774478	http://dx.doi.org/10.3389/fpls.2021.774478								34917109					WOS:000729924300001
J	Chu, CG; Wang, SC; Rudd, JC; Ibrahim, AMH; Xue, QW; Devkota, RN; Baker, JA; Baker, S; Simoneaux, B; Opena, G; Dong, HX; Liu, XX; Jessup, KE; Chen, MS; Hui, KL; Metz, R; Johnson, CD; Zhang, ZS; Liu, SY				Chu, Chenggen; Wang, Shichen; Rudd, Jackie C.; Ibrahim, Amir M. H.; Xue, Qingwu; Devkota, Ravindra N.; Baker, Jason A.; Baker, Shannon; Simoneaux, Bryan; Opena, Geraldine; Dong, Haixiao; Liu, Xiaoxiao; Jessup, Kirk E.; Chen, Ming-Shun; Hui, Kele; Metz, Richard; Johnson, Charles D.; Zhang, Zhiwu S.; Liu, Shuyu			A new strategy for using historical imbalanced yield data to conduct genome-wide association studies and develop genomic prediction models for wheat breeding	MOLECULAR BREEDING																	Wang, Shichen/E-6213-2012; Zhang, Zhiwu/P-6156-2016; Zhang, zs/GXN-3521-2022	Wang, Shichen/0000-0003-1441-2252; Zhang, Zhiwu/0000-0002-5784-9684; Metz, Richard/0000-0002-9876-3385; Liu, Shuyu/0000-0003-4748-2900													1380-3743	1572-9788				APR	2022	42	4							18	10.1007/s11032-022-01287-8	http://dx.doi.org/10.1007/s11032-022-01287-8								37309459					WOS:000772074500001
J	Ma, YS; Reif, JC; Jiang, Y; Wen, ZX; Wang, DC; Liu, ZX; Guo, Y; Wei, SH; Wang, SM; Yang, CM; Wang, HC; Yang, CY; Lu, WG; Xu, R; Zhou, R; Wang, RZ; Sun, ZD; Chen, HZ; Zhang, WH; Wu, J; Hu, GH; Liu, CY; Luan, XY; Fu, YS; Guo, T; Han, TF; Zhang, MC; Sun, BC; Zhang, L; Chen, WY; Wu, CX; Sun, S; Yuan, BJ; Zhou, XN; Han, DZ; Yan, HR; Li, WB; Qiu, LJ				Ma, Yansong; Reif, Jochen C.; Jiang, Yong; Wen, Zixiang; Wang, Dechun; Liu, Zhangxiong; Guo, Yong; Wei, Shuhong; Wang, Shuming; Yang, Chunming; Wang, Huicai; Yang, Chunyan; Lu, Weiguo; Xu, Ran; Zhou, Rong; Wang, Ruizhen; Sun, Zudong; Chen, Huaizhu; Zhang, Wanhai; Wu, Jian; Hu, Guohua; Liu, Chunyan; Luan, Xiaoyan; Fu, Yashu; Guo, Tai; Han, Tianfu; Zhang, Mengchen; Sun, Bincheng; Zhang, Lei; Chen, Weiyuan; Wu, Cunxiang; Sun, Shi; Yuan, Baojun; Zhou, Xinan; Han, Dezhi; Yan, Hongrui; Li, Wenbin; Qiu, Lijuan			Potential of marker selection to increase prediction accuracy of genomic selection in soybean (Glycine max L.)	MOLECULAR BREEDING																	Lu, Wei/AAE-2921-2022; wang, yue/ISA-4119-2023	Lu, Wei/0000-0002-4150-8674; Reif, Jochen/0000-0002-6742-265X													1380-3743	1572-9788				AUG	2016	36	8							113	10.1007/s11032-016-0504-9	http://dx.doi.org/10.1007/s11032-016-0504-9								27524935					WOS:000382144700013
J	Matei, G; Woyann, LG; Milioli, AS; Oliveira, ID; Zdziarski, AD; Zanella, R; Coelho, ASG; Finatto, T; Benin, G				Matei, Gilvani; Woyann, Leomar Guilherme; Milioli, Anderson Simionato; Oliveira, Ivone de Bem; Zdziarski, Andrei Daniel; Zanella, Rodrigo; Guedes Coelho, Alexandre Siqueira; Finatto, Taciane; Benin, Giovani			Genomic selection in soybean: accuracy and time gain in relation to phenotypic selection	MOLECULAR BREEDING																	Woyann, Leomar G./K-6659-2012; Benin, Giovani/G-2380-2015; Coelho, Alexandre S. G./G-1563-2012	Woyann, Leomar G./0000-0002-7707-7984; Benin, Giovani/0000-0002-7354-5568; Coelho, Alexandre/0000-0002-2518-7575													1380-3743	1572-9788				SEP	2018	38	9							117	10.1007/s11032-018-0872-4	http://dx.doi.org/10.1007/s11032-018-0872-4													WOS:000444499500001
J	Sun, Q; Wang, P; Li, WL; Li, WC; Lu, SP; Yu, YL; Zhao, M; Meng, ZD				Sun, Qi; Wang, Ping; Li, Wenlan; Li, Wencai; Lu, Shouping; Yu, Yanli; Zhao, Meng; Meng, Zhaodong			Genomic selection on shelling percentage and other traits for maize	BREEDING SCIENCE																															1344-7610	1347-3735					2019	69	2					266	271		10.1270/jsbbs.18141	http://dx.doi.org/10.1270/jsbbs.18141								31481835					WOS:000475366200008
J	de Oliveira, AA; Pastina, MM; de Souza, VF; Parrella, RAD; Noda, RW; Simeone, MLF; Schaffert, RE; de Magalhes, JV; Damasceno, CMB; Margarido, GRA				de Oliveira, Amanda Avelar; Pastina, Maria Marta; de Souza, Vander Filipe; da Costa Parrella, Rafael Augusto; Noda, Roberto Willians; Ferreira Simeone, Maria Lucia; Schaffert, Robert Eugene; de Magalhes, Jurandir Vieira; Borges Damasceno, Cynthia Maria; Alves Margarido, Gabriel Rodrigues			Genomic prediction applied to high-biomass sorghum for bioenergy production	MOLECULAR BREEDING																	Margarido, Gabriel Rodrigues Alves/K-5182-2014; Pastina, Maria Marta/F-9216-2011; Magalhaes, Jurandir/AAH-4349-2020	Margarido, Gabriel Rodrigues Alves/0000-0002-2327-0201; Pastina, Maria Marta/0000-0002-9112-3457; Magalhaes, Jurandir/0000-0002-6673-6497; Simeone, Maria Lucia Ferreira/0000-0002-2003-0341													1380-3743	1572-9788				APR	2018	38	4							49	10.1007/s11032-018-0802-5	http://dx.doi.org/10.1007/s11032-018-0802-5								29670457					WOS:000429742400001
J	Qin, J; Wang, FM; Zhao, QS; Shi, AN; Zhao, TT; Song, QJ; Ravelombola, W; An, HZ; Yan, L; Yang, CY; Zhang, MC				Qin, Jun; Wang, Fengmin; Zhao, Qingsong; Shi, Ainong; Zhao, Tiantian; Song, Qijian; Ravelombola, Waltram; An, Hongzhou; Yan, Long; Yang, Chunyan; Zhang, Mengchen			Identification of Candidate Genes and Genomic Selection for Seed Protein in Soybean Breeding Pipeline	FRONTIERS IN PLANT SCIENCE																	Shi, Ainong/L-6384-2017	Shi, Ainong/0000-0002-1066-7920													1664-462X					JUN 16	2022	13								882732	10.3389/fpls.2022.882732	http://dx.doi.org/10.3389/fpls.2022.882732								35783963					WOS:000819369800001
J	Edwards, SM; Buntjer, JB; Jackson, R; Bentley, AR; Lage, J; Byrne, E; Burt, C; Jack, P; Berry, S; Flatman, E; Poupard, B; Smith, S; Hayes, C; Gaynor, RC; Gorjanc, G; Howell, P; Ober, E; Mackay, IJ; Hickey, JM				Edwards, Stefan McKinnon; Buntjer, Jaap B.; Jackson, Robert; Bentley, Alison R.; Lage, Jacob; Byrne, Ed; Burt, Chris; Jack, Peter; Berry, Simon; Flatman, Edward; Poupard, Bruno; Smith, Stephen; Hayes, Charlotte; Gaynor, R. Chris; Gorjanc, Gregor; Howell, Phil; Ober, Eric; Mackay, Ian J.; Hickey, John M.			The effects of training population design on genomic prediction accuracy in wheat	THEORETICAL AND APPLIED GENETICS																	Bentley, Alison/AFR-1866-2022; Gorjanc, Gregor/D-3684-2014	Gorjanc, Gregor/0000-0001-8008-2787; Ober, Eric/0000-0002-4832-5897; Hoj-Edwards, Stefan/0000-0002-4628-8148													0040-5752	1432-2242				JUL	2019	132	7					1943	1952		10.1007/s00122-019-03327-y	http://dx.doi.org/10.1007/s00122-019-03327-y								30888431					WOS:000472535000003
