"Publication_Type","Authors","Article_Name","Journal","Year","Type"
"J","Zhou, YB; Chen, M; Guo, JK; Wang, YX; Min, DH; Jiang, QY; Ji, HT; Huang, CY; Wei, W; Xu, HJ; Chen, X; Li, LC; Xu, ZS; Cheng, XG; Wang, CX; Wang, CS; Ma, YZ","Overexpression of soybean DREB1 enhances drought stress tolerance of transgenic wheat in the field","JOURNAL OF EXPERIMENTAL BOTANY",2020,"Transgenic"
"J","Paz, MM; Shou, HX; Guo, ZB; Zhang, ZY; Banerjee, AK; Wang, K","Assessment of conditions affecting Agrobacterium-mediated soybean transformation using the cotyledonary node explant","EUPHYTICA",2004,"Transgenic"
"J","Park, JS; Kim, HJ; Cho, HS; Jung, HW; Cha, JY; Yun, DJ; Oh, SW; Chung, YS","Overexpression of AtYUCCA6 in soybean crop results in reduced ROS production and increased drought tolerance","PLANT BIOTECHNOLOGY REPORTS",2019,"Transgenic"
"J","Soto, N; Delgado, C; Hernandez, Y; Rosabal, Y; Ferreira, A; Pujol, M; Aragao, FJL; Enriquez, GA","Efficient particle bombardment-mediated transformation of Cuban soybean (INCASoy-36) using glyphosate as a selective agent","PLANT CELL TISSUE AND ORGAN CULTURE",2017,"Transgenic"
"J","Ihemere, U; Arias-Garzon, D; Lawrence, S; Sayre, R","Genetic modification of cassava for enhanced starch production","PLANT BIOTECHNOLOGY JOURNAL",2006,"Transgenic"
"J","Pellegrineschi, A; McLean, S; Salgado, M; Velazquez, L; Hernandez, R; Brito, RM; Noguera, M; Medhurst, A; Hoisington, D","Transgenic wheat plants: a powerful breeding source","EUPHYTICA",2001,"Transgenic"
"J","Reed, J; Privalle, L; Powell, ML; Meghji, M; Dawson, J; Dunder, E; Suttie, J; Wenck, A; Launis, K; Kramer, C; Chang, YF; Hansen, G; Wright, M","Phosphomannose isomerase: An efficient selectable marker for plant transformation","IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT",2001,"Transgenic"
"J","Song, YF; Li, CX; Zhu, Y; Guo, P; Wang, Q; Zhang, L; Wang, ZH; Di, H","Overexpression of ZmIPT2 gene delays leaf senescence and improves grain yield in maize","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Zheng, N; Li, T; Dittman, JD; Su, JB; Li, RQ; Gassmann, W; Peng, DL; Whitham, SA; Liu, SM; Yang, B","CRISPR/Cas9-Based Gene Editing Using Egg Cell-Specific Promoters in Arabidopsis and Soybean","FRONTIERS IN PLANT SCIENCE",2020,"Transgenic"
"J","Cho, HS; Lee, YJ; Kim, HJ; Park, MY; Yeom, WW; Song, JH; Kim, IA; Kim, SH; Kim, JI; Chung, YS","Overexpression of Arabidopsis thaliana blue-light inhibitor of cryptochromes 1 gene alters plant architecture in soybean","PLANT BIOTECHNOLOGY REPORTS",2021,"Transgenic"
"J","Meyer, FD; Smidansky, ED; Beecher, B; Greene, TW; Giroux, MJ","The maize Sh2r6hs ADP-glucose pyrophosphorylase (AGP) large subunit confers enhanced AGP properties in transgenic wheat (Triticum aestivum)","PLANT SCIENCE",2004,"Transgenic"
"J","Park, HJ; Lee, A; Lee, SS; An, DJ; Moon, KB; Ahn, JC; Kim, HS; Cho, HS","Overexpression of Golgi Protein CYP21-4s Improves Crop Productivity in Potato and Rice by Increasing the Abundance of Mannosidic Glycoproteins","FRONTIERS IN PLANT SCIENCE",2017,"Transgenic"
"J","Hu, DZ; Li, X; Yang, ZY; Liu, SL; Hao, DR; Chao, MN; Zhang, JY; Yang, H; Su, XY; Jiang, MY; Lu, SQ; Zhang, D; Wang, L; Kan, GZ; Wang, H; Cheng, H; Wang, J; Huang, F; Tian, ZX; Yu, DY","Downregulation of a gibberellin 3 beta-hydroxylase enhances photosynthesis and increases seed yield in soybean","NEW PHYTOLOGIST",2022,"Transgenic"
"J","CHANG, HH; CHAN, MT","IMPROVEMENT OF POTATO (SOLANUM-TUBEROSUM L) TRANSFORMATION EFFICIENCY BY AGROBACTERIUM IN THE PRESENCE OF SILVER THIOSULFATE","BOTANICAL BULLETIN OF ACADEMIA SINICA",1991,"Transgenic"
"J","Yu, YW; Zhang, TX; Sun, JF; Jing, T; Shen, YJ; Zhang, KP; Chen, Y; Ding, D; Wang, GY; Yang, JP; Tang, JH; Shi, ZY; Wang, DW; Gou, MY","Evolutionary characterization of miR396s in Poaceae exemplified by their genetic effects in wheat and maize","PLANT SCIENCE",2022,"Transgenic"
"J","Li, XY; Ahlman, A; Yan, XF; Lindgren, H; Zhu, LH","Genetic transformation of the oilseed crop Crambe abyssinica","PLANT CELL TISSUE AND ORGAN CULTURE",2010,"Transgenic"
"J","Kim, YS; Kim, IS; Bae, MJ; Choe, YH; Kim, YH; Park, HM; Kang, HG; Yoon, HS","Homologous expression of cytosolic dehydroascorbate reductase increases grain yield and biomass under paddy field conditions in transgenic rice (Oryza sativa L. japonica)","PLANTA",2013,"Transgenic"
"J","Sharma, S; Singh, P; Kaur, S; Singh, Y","Fertilizer-N Application and Rice Straw Incorporation Impacts on Crop Yields, Potassium Use Efficiency and Potassium Fractions in a Rice-wheat Cropping System","COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS",2022,"Transgenic"
"S","Das, A; Ghana, P; Rudrappa, B; Gandhi, R; Tavva, VS; Mohanty, A","Genome Editing of Rice by CRISPR-Cas: End-to-End Pipeline for Crop Improvement","RICE GENOME ENGINEERING AND GENE EDITING: Methods and Protocols",2021,"Transgenic"
"J","Iqbal, M; Ashraf, M; Jamil, A","Seed enhancement with cytokinins: changes in growth and grain yield in salt stressed wheat plants","PLANT GROWTH REGULATION",2006,"Transgenic"
"S","Malcolm, B","Agribusiness Perspectives on Transgenic Wheat","WHEAT BIOTECHNOLOGY: METHODS AND PROTOCOLS",2017,"Transgenic"
"J","Polowick, PL; Yan, W","A protocol for Agrobacterium-mediated genetic transformation of Lens culinaris Medik (lentil)","PLANT CELL TISSUE AND ORGAN CULTURE",2023,"Transgenic"
"J","Cigan, AM; Singh, M; Benn, G; Feigenbutz, L; Kumar, M; Cho, MJ; Svitashev, S; Young, JS","Targeted mutagenesis of a conserved anther-expressed P450 gene confers male sterility in monocots","PLANT BIOTECHNOLOGY JOURNAL",2017,"Transgenic"
"J","Bakhsh, A; Hussain, T; Rahamkulov, I; Demirel, U; Caliskan, ME","Transgenic potato lines expressing CP4-EPSP synthase exhibit resistance against glyphosate","PLANT CELL TISSUE AND ORGAN CULTURE",2020,"Transgenic"
"J","Khan, EU; Fu, XZ; Liu, JH","Agrobacterium-mediated genetic transformation and regeneration of transgenic plants using leaf segments as explants in Valencia sweet orange","PLANT CELL TISSUE AND ORGAN CULTURE",2012,"Transgenic"
"J","Fu, JM; Ristic, Z","Analysis of transgenic wheat (Triticum aestivum L.) harboring a maize (Zea mays L.) gene for plastid EF-Tu: segregation pattern, expression and effects of the transgene","PLANT MOLECULAR BIOLOGY",2010,"Transgenic"
"J","Cheng, ZQ; Targolli, J; Huang, XQ; Wu, R","Wheat LEA genes, PMA80 and PMA1959, enhance dehydration tolerance of transgenic rice (Oryza sativa L.)","MOLECULAR BREEDING",2002,"Transgenic"
"J","Brookes, G","Genetically modified (GM) crop use in Colombia: farm level economic and environmental contributions","GM CROPS & FOOD-BIOTECHNOLOGY IN AGRICULTURE AND THE FOOD CHAIN",2020,"Transgenic"
"J","Horlemann, C; Schwekendiek, A; Hohnle, M; Weber, G","Regeneration and Agrobacterium-mediated transformation of hop (Humulus lupulus L.)","PLANT CELL REPORTS",2003,"Transgenic"
"J","Sripriya, R; Parameswari, C; Veluthambi, K","Enhancement of sheath blight tolerance in transgenic rice by combined expression of tobacco osmotin (ap24) and rice chitinase (chi11) genes","IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT",2017,"Transgenic"
"J","He, CM; Yang, AF; Zhang, WW; Gao, Q; Zhang, JR","Improved salt tolerance of transgenic wheat by introducing betA gene for glycine betaine synthesis","PLANT CELL TISSUE AND ORGAN CULTURE",2010,"Transgenic"
"J","Takaiwa, F; Yang, LJ; Maruyama, N; Wakasa, Y; Ozawa, K","Deposition mode of transforming growth factor-beta expressed in transgenic rice seed","PLANT CELL REPORTS",2016,"Transgenic"
"J","Peng, CJ; Xu, WG; Hu, L; Li, Y; Qi, XL; Wang, HW; Hua, X; Zhao, MZ","Effects of the maize C-4 phosphoenolpyruvate carboxylase (ZmPEPC) gene on nitrogen assimilation in transgenic wheat","PLANT GROWTH REGULATION",2018,"Transgenic"
"S","Hathwaik, LT; Thomson, JG; Thilmony, R","Gene Assembly in Agrobacterium via Nucleic Acid Transfer Using Recombinase Technology (GAANTRY)","RICE GENOME ENGINEERING AND GENE EDITING: Methods and Protocols",2021,"Transgenic"
"J","Lee, S; Su, GY; Lasserre, E; Aghazadeh, MA; Murai, N","Small high-yielding binary Ti vectors pLSU with co-directional replicons for Agrobacterium tumefaciens-mediated transformation of higher plants","PLANT SCIENCE",2012,"Transgenic"
"J","Feng, D; Wang, YW; Wu, JX; Lu, TG; Zhang, ZG","Development and drought tolerance assay of marker-free transgenic rice with OsAPX2 using biolistic particle-mediated co-transformation","CROP JOURNAL",2017,"Transgenic"
"J","Wu, BW; Zhang, XY; Hu, KZ; Zheng, HY; Zhang, SY; Liu, XL; Ma, M; Zhao, HX","Two alternative splicing variants of a wheat gene TaNAK1, TaNAK1.1 and TaNAK1.2, differentially regulate flowering time and plant architecture leading to differences in seed yield of transgenic Arabidopsis","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Fu, K; Song, WH; Chen, C; Mou, CL; Huang, YS; Zhang, FL; Hao, QX; Wang, P; Ma, TF; Chen, YP; Zhu, ZY; Zhang, M; Tong, QK; Liu, X; Jiang, L; Wan, JM","Improving pre-harvest sprouting resistance in rice by editing OsABA8ox using CRISPR/Cas9","PLANT CELL REPORTS",2022,"Transgenic"
"J","Gebre, E; Gugsa, L; Schluter, U; Kunert, K","Transformation of tef (Eragrostis tef) by Agrobacterium through immature embryo regeneration system for inducing semi-dwarfism","SOUTH AFRICAN JOURNAL OF BOTANY",2013,"Transgenic"
"J","Raineri, J; Campi, M; Chan, RL; Otegui, ME","Maize expressing the sunflower transcription factor HaHB11 has improved productivity in controlled and field conditions","PLANT SCIENCE",2019,"Transgenic"
"J","Okada, A; Arndell, T; Borisjuk, N; Sharma, N; Watson-Haigh, NS; Tucker, EJ; Baumann, U; Langridge, P; Whitford, R","CRISPR/Cas9-mediated knockout of Ms1 enables the rapid generation of male-sterile hexaploid wheat lines for use in hybrid seed production","PLANT BIOTECHNOLOGY JOURNAL",2019,"Transgenic"
"J","Johnson, K; Chu, UC; Anthony, G; Wu, E; Che, P; Jones, TJ","Rapid and highly efficient morphogenic gene-mediated hexaploid wheat transformation","FRONTIERS IN PLANT SCIENCE",2023,"Transgenic"
"J","Chhapekar, S; Raghavendrarao, S; Pavan, G; Ramakrishna, C; Singh, VK; Phanindra, MLV; Dhandapani, G; Sreevathsa, R; Kumar, PA","Transgenic rice expressing a codon-modified synthetic CP4-EPSPS confers tolerance to broad-spectrum herbicide, glyphosate","PLANT CELL REPORTS",2015,"Transgenic"
"J","Song, GQ; Walworth, A; Hancock, JF","Factors influencing Agrobacterium-mediated transformation of switchgrass cultivars","PLANT CELL TISSUE AND ORGAN CULTURE",2012,"Transgenic"
"J","Jiang, ZZ; Jin, DL; Zhang, HL; Qu, J; Liu, SY; Guan, SY; Ma, YY","Effects of overexpression of ZmAPO1-9 gene on maize yield","PLANT GROWTH REGULATION",2023,"Transgenic"
"J","Ahmed, T; Biswas, S; Elias, SM; Rahman, MS; Tuteja, N; Seraj, ZI","In Planta transformation for conferring salt tolerance to a tissue-culture unresponsive indica rice (Oryza sativa L.) cultivar","IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT",2018,"Transgenic"
"J","El-Shemy, HA; Khalafalla, MM; Fujita, K; Ishimoto, M","Improvement of protein quality in transgenic soybean plants","BIOLOGIA PLANTARUM",2007,"Transgenic"
"J","Hanafy, MS; El-Banna, A; Schumacher, HM; Jacobsen, HJ; Hassan, FS","Enhanced tolerance to drought and salt stresses in transgenic faba bean (Vicia faba L.) plants by heterologous expression of the PR10a gene from potato","PLANT CELL REPORTS",2013,"Transgenic"
"J","Sharma, M; Lore, JS; Kaur, A; Sandhu, JS","Transgenic rice expressing Trichoderma spp. endochitinase gene exhibits moderate resistance to sheath blight","PLANT CELL TISSUE AND ORGAN CULTURE",2023,"Transgenic"
"J","Qin, D; Zhao, CL; Liu, XY; Wang, PW","Transgenic soybeans expressing betaine aldehyde dehydrogenase from Atriplex canescens show increased drought tolerance","PLANT BREEDING",2017,"Transgenic"
"J","Ermakova, M; Woodford, R; Taylor, Z; Furbank, RT; Belide, S; von Caemmerer, S","Faster induction of photosynthesis increases biomass and grain yield in glasshouse-grown transgenic Sorghum bicolor overexpressing Rieske FeS","PLANT BIOTECHNOLOGY JOURNAL",2023,"Transgenic"
"J","FLADUNG, M; BALLVORA, A","FURTHER CHARACTERIZATION OF ROLC TRANSGENIC TETRAPLOID POTATO CLONES, AND INFLUENCE OF DAYLENGTH AND LEVEL OF ROLC EXPRESSION ON YIELD PARAMETERS","PLANT BREEDING",1992,"Transgenic"
"J","Katayama, H; Mori, M; Kawamura, Y; Tanaka, T; Mori, M; Hasegawa, H","Production and characterization of transgenic rice plants carrying a high-affinity nitrate transporter gene (OsNRT2.1)","BREEDING SCIENCE",2009,"Transgenic"
"J","Liebert, JA; Ryan, MR","High Planting Rates Improve Weed Suppression, Yield, and Profitability in Organically-Managed, No-till Planted Soybean","WEED TECHNOLOGY",2017,"Transgenic"
"J","Garg, AK; Sawers, RJH; Wang, HY; Kim, JK; Walker, JM; Brutnell, TP; Parthasarathy, MV; Vierstra, RD; Wu, RJ","Light-regulated overexpression of an Arabidopsis phytochrome A gene in rice alters plant architecture and increases grain yield","PLANTA",2006,"Transgenic"
"J","Kim, S; Kim, C; Li, W; Kim, T; Li, Y; Zaidi, MA; Altosaar, I","Inheritance and field performance of transgenic Korean Bt rice lines resistant to rice yellow stem borer","EUPHYTICA",2008,"Transgenic"
"J","Wang, XL; Chen, XL; Cheng, QNZ; Zhu, KZ; Yang, XH; Cheng, ZM","Agrobacterium-mediated Transformation of Kalanchoe laxiflora","HORTICULTURAL PLANT JOURNAL",2019,"Transgenic"
"J","Parvin, S; Biswas, S; Razzaque, S; Hague, T; Elias, SM; Tammi, RS; Seraj, ZI","Salinity and drought tolerance conferred by in planta transformation of SNAC1 transcription factor into a high-yielding rice variety of Bangladesh","ACTA PHYSIOLOGIAE PLANTARUM",2015,"Transgenic"
"J","Zhao, BT; Dai, AH; Wei, HC; Yang, SX; Wang, BS; Jiang, N; Feng, XZ","Arabidopsis KLU homologue GmCYP78A72 regulates seed size in soybean","PLANT MOLECULAR BIOLOGY",2016,"Transgenic"
"J","He, CM; Liu, CX; Liu, Q; Gao, XX; Li, N; Zhang, JR; Wang, LM; Liu, TS","Over-expression of glutamine synthetase genes Gln1-3/Gln1-4 improved nitrogen assimilation and maize yields","MAYDICA",2014,"Transgenic"
"S","Hiei, Y; Ishida, Y; Komari, T","Rice, Indica (Oryza sativa L.)","AGROBACTERIUM PROTOCOLS, VOL 1, 3RD EDITION",2015,"Transgenic"
"J","Ghosh, S; Molla, KA; Karmakar, S; Datta, SK; Datta, K","Enhanced resistance to late blight pathogen conferred by expression of rice oxalate oxidase 4 gene in transgenic potato","PLANT CELL TISSUE AND ORGAN CULTURE",2016,"Transgenic"
"J","Sripriya, R; Sangeetha, M; Parameswari, C; Veluthambi, B; Veluthambi, K","Improved Agrobacterium-mediated co-transformation and selectable marker elimination in transgenic rice by using a high copy number pBin19-derived binary vector","PLANT SCIENCE",2011,"Transgenic"
"J","Karthikeyan, A; Pandian, SK; Ramesh, M","Transgenic indica rice cv. ADT 43 expressing a Delta(1)-pyrroline-5-carboxylate synthetase (P5CS) gene from Vigna aconitifolia demonstrates salt tolerance","PLANT CELL TISSUE AND ORGAN CULTURE",2011,"Transgenic"
"B","Ream, W; Wei, W; Maselko, M; Hodges, L","The Agrobacterium rhizogenes GALLS Gene Provides an Alternative Method to Transform Plants","PRODUCTION OF PLANT DERIVED NATURAL COMPOUNDS THROUGH HAIRY ROOT CULTURE",2017,"Transgenic"
"J","RoyChoudhury, A; Roy, C; Sengupta, DN","Transgenic tobacco plants overexpressing the heterologous lea gene Rab16A from rice during high salt and water deficit display enhanced tolerance to salinity stress","PLANT CELL REPORTS",2007,"Transgenic"
"J","Ding, ZS; Huang, SH; Zhou, BY; Sun, XF; Zhao, M","Over-expression of phosphoenolpyruvate carboxylase cDNA from C4 millet (Seteria italica) increase rice photosynthesis and yield under upland condition but not in wetland fields","PLANT BIOTECHNOLOGY REPORTS",2013,"Transgenic"
"J","Selvaraj, MG; Ishizaki, T; Valencia, M; Ogawa, S; Dedicova, B; Ogata, T; Yoshiwara, K; Maruyama, K; Kusano, M; Saito, K; Takahashi, F; Shinozaki, K; Nakashima, K; Ishitani, M","Overexpression of an Arabidopsis thaliana galactinol synthase gene improves drought tolerance in transgenic rice and increased grain yield in the field","PLANT BIOTECHNOLOGY JOURNAL",2017,"Transgenic"
"J","Uze, M; Wunn, J; Puonti-Kaerlas, J; Potrykus, I; Sautter, C","Plasmolysis of precultured immature embryos improves Agrobacterium mediated gene transfer to rice (Oryza sativa L.)","PLANT SCIENCE",1997,"Transgenic"
"J","Peng, D; Tan, XF; Zhang, L; Yuan, DY; Lin, JZ; Liu, XM; Jiang, YQ; Zhou, B","Increasing branch and seed yield through heterologous expression of the novel rice S-acyl transferase gene OsPAT15 in Brassica napus L.","BREEDING SCIENCE",2018,"Transgenic"
"J","Gu, C; Ji, S; Xi, XB; Zhang, ZH; Hong, QQ; Huo, ZY; Li, WX; Mao, W; Zhao, HT; Zhang, RH; Li, B; Tan, CW","Rice Yield Estimation Based on Continuous Wavelet Transform With Multiple Growth Periods","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Wang, CR; Yang, AF; Yue, GD; Gao, Q; Yin, HY; Zhang, JR","Enhanced expression of phospholipase C 1 (ZmPLC1) improves drought tolerance in transgenic maize","PLANTA",2008,"Transgenic"
"J","Kim, YH; Kim, MD; Park, SC; Jeong, JC; Kwak, SS; Lee, HS","Transgenic potato plants expressing the cold-inducible transcription factor SCOF-1 display enhanced tolerance to freezing stress","PLANT BREEDING",2016,"Transgenic"
"J","Jiao, P; Jin, SY; Chen, NN; Wang, CL; Liu, SY; Qu, J; Guan, SY; Ma, YY","Improvement of cold tolerance in maize (Zea mays L.) using Agrobacterium-mediated transformation of ZmSAMDC gene","GM CROPS & FOOD-BIOTECHNOLOGY IN AGRICULTURE AND THE FOOD CHAIN",2022,"Transgenic"
"J","Chen, M; Sun, LY; Wu, HY; Chen, J; Ma, YZ; Zhang, XX; Du, LP; Cheng, SH; Zhang, BQ; Ye, XG; Pang, JL; Zhang, XM; Li, LC; Andika, IB; Chen, JP; Xu, HJ","Durable field resistance to wheat yellow mosaic virus in transgenic wheat containing the antisense virus polymerase gene","PLANT BIOTECHNOLOGY JOURNAL",2014,"Transgenic"
"J","Li, ZB; Cheng, Q; Gan, ZR; Hou, ZH; Zhang, YH; Li, YL; Li, HY; Nan, HY; Yang, C; Chen, LN; Lu, SJ; Shi, WQ; Chen, LY; Wang, YP; Fang, C; Kong, LP; Su, T; Li, SC; Kou, K; Wang, LS; Kong, FJ; Liu, BH; Dong, LD","Multiplex CRISPR/Cas9-mediated knockout of soybean LNK2 advances flowering time","CROP JOURNAL",2021,"Transgenic"
"J","Rohini, VK; Rao, KS","Embryo transformation, a practical approach for realizing transgenic plants of safflower (Carthamus tinctorius L.)","ANNALS OF BOTANY",2000,"Transgenic"
"J","Wang, YX; Liu, XQ; Zheng, XX; Wang, WX; Yin, XQ; Liu, HF; Ma, CL; Niu, XM; Zhu, JK; Wang, F","Creation of aromatic maize by CRISPR/Cas","JOURNAL OF INTEGRATIVE PLANT BIOLOGY",2021,"Transgenic"
"J","Susanto, FA; Wijayanti, P; Fauzia, AN; Komalasari, RD; Nuringtyas, TR; Purwestri, YA","Establishment of a plant tissue culture system and genetic transformation for agronomic improvement of Indonesian black rice (Oryza sativa L.)","PLANT CELL TISSUE AND ORGAN CULTURE",2020,"Transgenic"
"J","Kesoju, SR; Boydston, RA; Greene, SL","Effect of Synthetic Auxin Herbicides on Seed Development and Viability in Genetically Engineered Glyphosate-Resistant Alfalfa","WEED TECHNOLOGY",2016,"Transgenic"
"J","Robinson, AP; Simpson, DM; Johnson, WG","Response of Aryloxyalkanoate Dioxygenase-12 Transformed Soybean Yield Components to Postemergence 2,4-D","WEED SCIENCE",2015,"Transgenic"
"J","Chong, ETJ; Wong, JJ; Aziz, ZA; Tan, CL; Subramaniam, S; Abd Latip, M; Lee, PC","Agrobacterium-Mediated Transformation of pMDC140 Plasmid Containing the Wheatwin2 Gene into the Tadong Rice Genome","AGRONOMY-BASEL",2021,"Transgenic"
"J","Kumar, K; Jha, AK; Kumar, B; Karjagi, CG; Abhishek, A; Gambhir, G; Aggarwal, C; Tyagi, A; Sharma, P; Pandey, P; Rakshit, S","Development of an efficient and reproducible in vitro regeneration and transformation protocol for tropical maize (Zea mays L.) using mature seed-derived nodal explants","PLANT CELL TISSUE AND ORGAN CULTURE",2022,"Transgenic"
"J","Zhang, KW; Guo, N; Lian, LJ; Wang, J; Lv, SL; Zhang, JR","Improved salt tolerance and seed cotton yield in cotton (Gossypium hirsutum L.) by transformation with betA gene for glycinebetaine synthesis","EUPHYTICA",2011,"Transgenic"
